,City,Country,Cloudiness,Date,Humidity,Lat,Lng,Max Temp,Min Temp,Pressure,Wind Speed,Real Feel Temp,City ID
511,Imbituba,BR,17,1634662095,64,-28.24,-48.6703,69.69,69.69,1022,10.42,69.37,3461370
512,Chu,KZ,3,1634662096,37,43.5983,73.7614,53.22,53.22,1015,3.04,49.98,1519030
513,Mbeya,TZ,61,1634662097,64,-8.9,33.45,64.51,64.51,1015,7.54,63.66,154380
514,Teya,RU,100,1634662097,96,60.3778,92.6267,38.59,38.59,1023,6.46,33.76,1489656
515,Egvekinot,RU,100,1634662098,87,66.3167,-179.1667,19.56,19.56,987,15.77,6.96,4031742
516,Gumdag,TM,68,1634662099,45,39.2061,54.5906,63.5,63.5,1016,9.1,61.66,161943
517,La Tuque,CA,100,1634662100,81,47.4334,-72.7824,44.85,44.85,1007,8.05,40.48,6050416
518,Ola,RU,0,1634662100,54,59.5833,151.2833,13.1,13.1,1010,8.52,1.4,2122574
519,Srīvardhan,IN,14,1634662101,78,18.0333,73.0167,78.1,78.1,1013,5.35,79.27,1255619
520,Harbatpur,IN,0,1634662102,71,30.45,77.7333,69.21,69.21,1011,4.68,69.17,1270127
521,Port Shepstone,ZA,21,1634662102,66,-30.7414,30.455,63.28,63.28,1027,10.13,62.42,964406
522,Half Moon Bay,US,20,1634662104,84,37.4636,-122.4286,59.45,50.43,1018,3.44,53.91,5354943
523,Fairbanks,US,90,1634661930,76,64.8378,-147.7164,28.31,19.36,996,6.91,12.07,5861897
524,Harindānga,IN,100,1634662105,94,22.0383,88.3214,80.58,80.58,1011,6.42,88.03,1349090
525,Kinsale,IE,40,1634662105,88,51.7075,-8.5306,60.17,59.23,1003,16.11,60.03,2963155
526,Kishtwār,IN,0,1634662106,52,33.3167,75.7667,55.42,55.42,1018,4.38,53.1,1266475
527,Derazhnya,UA,99,1634662107,81,49.2692,27.4338,45.7,45.7,1028,5.75,42.69,710129
528,Borger,NL,99,1634661950,90,52.9233,6.7931,62.96,60.8,1012,17.85,61.81,2758621
529,Kankan,GN,85,1634662108,62,10.3854,-9.3057,86.54,86.54,1009,3.96,92.93,2419992
530,Deer Lake,CA,75,1634662109,76,49.1667,-57.4316,53.46,52.79,1001,9.22,52.07,5937252
531,Juneau,US,90,1634662001,89,58.3019,-134.4197,44.65,38.98,1006,5.75,37.11,5554072
532,Maraã,BR,99,1634662110,64,-1.8333,-65.3667,82.98,82.98,1012,3.76,86.81,3663475
533,Paka,MY,91,1634662110,94,4.6374,103.4368,80.53,79.99,1014,0.0,87.87,1734313
534,Mouila,GA,100,1634662111,98,-1.8685,11.0559,72.75,72.75,1011,2.39,74.34,2398073
535,Ascension,US,1,1634662112,64,30.2169,-90.9001,78.03,72.05,1021,5.75,75.02,4315067
536,Semnan,IR,14,1634662112,31,35.5729,53.3971,64.36,64.36,1013,4.43,61.95,116402
537,Cañazas,PA,57,1634662113,69,8.3167,-81.2167,84.65,84.65,1012,3.31,91.54,3713196
538,Buraidah,SA,0,1634662114,13,26.326,43.975,91.85,91.85,1012,8.75,87.53,107304
539,Masallātah,LY,61,1634662114,68,32.6167,14.0,68.22,68.22,1024,10.29,67.93,2215163
540,Dauphin,CA,75,1634662115,65,51.1494,-100.0502,41.14,41.14,1025,20.71,31.82,5935341
541,Gull Lake,CA,9,1634662116,55,50.1001,-108.4847,28.76,28.76,1027,8.97,20.3,5967988
542,Disna,BY,71,1634662116,59,55.568,28.1971,34.92,34.92,1024,3.49,32.0,629055
543,Rincon,US,40,1634662117,43,32.296,-81.2354,75.85,69.84,1024,4.61,72.52,4218882
544,Yerbogachën,RU,100,1634662118,88,61.2767,108.0108,33.69,33.69,1019,10.92,25.39,2012956
545,Novosysoyevka,RU,0,1634662118,58,44.235,133.3642,24.89,24.89,1023,0.76,24.89,2018857
546,La Santisima Trinidad,BO,40,1634662119,40,-14.8333,-64.9,89.58,89.58,1015,10.36,90.07,3902377
547,Tuatapere,NZ,74,1634662121,71,-46.1333,167.6833,40.44,40.44,1029,3.74,38.08,2180815
548,Eatonton,US,0,1634662121,56,33.3268,-83.3885,72.63,68.56,1023,2.17,70.27,4192800
549,Tamworth,GB,100,1634662122,87,52.634,-1.6959,64.65,61.61,1004,8.99,63.3,2636276
